host,ID,ra,dec,morph,re,z
NGC5631,MATLAS-1865,215.8694,56.2322,dE  ,11.8,
NGC5582,MATLAS-1866,215.9446,39.5725,dE  ,6.08,
NGC5611,MATLAS-1867,216.054,33.0283,dE  ,5.88,
NGC5631,MATLAS-1868,216.0789,57.1279,dE  ,5.34,
NGC5611,MATLAS-1869,216.1066,32.9949,dE  ,4.14,
NGC5611,MATLAS-1870,216.188,33.6521,dE  ,0.0,
NGC5611,MATLAS-1871,216.1911,32.8303,dE  ,2.87,
NGC5631,MATLAS-1872,216.2551,56.9813,dE  ,2.96,
NGC5611,MATLAS-1873,216.2926,33.3552,dEN ,3.79,
NGC5631,MATLAS-1874,216.3177,56.9393,dEN ,3.98,
NGC5611,MATLAS-1875,216.4086,32.8244,dE  ,2.37,
NGC5631,MATLAS-1876,216.4444,57.2402,dE  ,4.2,
NGC5631,MATLAS-1877,216.448,57.1552,dI  ,0.0,
NGC5631,MATLAS-1878,216.4986,56.9972,dE  ,7.64,
NGC5611,MATLAS-1879,216.592,33.2381,dEN ,3.22,
NGC5611,MATLAS-1880,216.6349,33.2057,dEN ,6.09,
NGC5631,MATLAS-1881,216.6796,56.4313,dE  ,7.78,
NGC5631,MATLAS-1882,216.923,56.4026,dI  ,0.0,
NGC5631,MATLAS-1884,216.9481,56.7941,dEN ,6.93,
NGC5631,MATLAS-1885,217.0548,56.4373,dE  ,3.79,
NGC5631,MATLAS-1886,217.3111,56.9955,dE  ,3.68,
NGC5631,MATLAS-1887,217.3437,57.2349,dI  ,3.61,
IC1024,MATLAS-1889,217.3925,3.4059,dE  ,3.59,
IC1024,MATLAS-1891,217.4529,3.1835,dE  ,2.1,
IC1024,MATLAS-1893,217.5333,2.5096,dE  ,2.61,
IC1024,MATLAS-1894,217.534,3.4596,dE  ,0.0,
IC1024,MATLAS-1896,217.551,3.6021,dE  ,0.0,
IC1024,MATLAS-1897,217.5618,2.6539,dI  ,3.27,
IC1024,MATLAS-1898,217.581,2.8468,dI  ,0.0,
IC1024,MATLAS-1900,217.6255,3.5796,dE  ,5.32,
IC1024,MATLAS-1901,217.6295,3.195,dE  ,1.79,
IC1024,MATLAS-1902,217.6811,3.3457,dI  ,15.34,
IC1024,MATLAS-1903,217.6906,3.0401,dI  ,2.15,
IC1024,MATLAS-1905,217.7009,3.0097,dE  ,2.33,
IC1024,MATLAS-1906,217.7065,2.6865,dE  ,1.9,
IC1024,MATLAS-1908,217.8791,3.4805,dE  ,2.57,
IC1024,MATLAS-1909,217.8848,2.9004,dE  ,3.81,
IC1024,MATLAS-1912,217.9425,3.1903,dE  ,3.08,
IC1024,MATLAS-1913,217.971,3.3801,dIN ,0.0,
IC1024,MATLAS-1914,218.0182,3.0302,dI  ,2.35,
IC1024,MATLAS-1916,218.0821,3.1937,dE  ,2.76,
IC1024,MATLAS-1917,218.1115,2.7578,dE  ,5.35,
IC1024,MATLAS-1919,218.175,3.1638,dI  ,0.0,
IC1024,MATLAS-1920,218.2181,3.5104,dE  ,2.24,
IC1024,MATLAS-1921,218.238,3.2169,dI  ,0.0,
IC1024,MATLAS-1923,218.328,3.4772,dI  ,0.0,
IC1024,MATLAS-1924,218.367,2.8835,dI  ,0.0,
UGC09519,MATLAS-1926,221.264,34.477,dI  ,0.0,
UGC09519,MATLAS-1927,221.398,34.5556,dI  ,0.0,
UGC09519,MATLAS-1928,221.401,34.1787,dE  ,0.0,
UGC09519,MATLAS-1929,221.6279,34.5826,dE  ,1.9,
NGC5813,MATLAS-1931,224.8114,1.3007,dI  ,4.58,
NGC5813,MATLAS-1933,224.9386,1.9372,dEN ,4.57,
NGC5813,MATLAS-1935,225.0354,1.5288,dE  ,4.62,
